description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name
"Terrestrial cropland soil microbial communities from Oregon, Umatilla County, USA",['gold:Gb0240096'],nmdc:bsm-11-yckdh163,['biosample:SAMEA7724218'],"Terrestrial cropland soil microbial communities from Oregon, Umatilla County, USA - Myrold59.soil.12.NRCS0261",Myrold59.soil.12.NRCS0261
"Fecal microbial communities from florida manatee in South Florida Museum, Bradenton, FL, USA",['gold:Gb0315954'],nmdc:bsm-11-ygyvnw83,['biosample:SAMEA7723685'],"Fecal microbial communities from florida manatee in South Florida Museum, Bradenton, FL, USA - 13114.song.75.s003",13114.song.75.s003
"Terrestrial cropland soil microbial communities from Oregon, Benton County, USA",['gold:Gb0240089'],nmdc:bsm-11-yh0g4n37,['biosample:SAMEA7724210'],"Terrestrial cropland soil microbial communities from Oregon, Benton County, USA - Myrold59.soil.4.NRCS0066",Myrold59.soil.4.NRCS0066
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239968'],nmdc:bsm-11-yhxb4s73,['biosample:SAMEA7724237'],"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.4.SO2.s7",RoyChowdhury45.soil.4.SO2.s7
"Marine sediment microbial communities from Caribbean Sea, Quintana Roo, Mexico",['gold:Gb0297327'],nmdc:bsm-11-yjactw44,['biosample:SAMEA7723424'],"Marine sediment microbial communities from Caribbean Sea, Quintana Roo, Mexico - 13114.jensen.43.s014",13114.jensen.43.s014
"Stony coral microbial communities from Coral Bay, Australia",['gold:Gb0297467'],nmdc:bsm-11-ym0r3495,['biosample:SAMEA7724062'],"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s016",13114.zaneveld.9.s016
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315989'],nmdc:bsm-11-ymptrf74,['biosample:SAMEA7724142'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s013",13114.mousseau.88.s013
"Fecal microbial communities from misson golden-eyed tree frog in Atlanta Zoo, Georgia, USA",['gold:Gb0315977'],nmdc:bsm-11-ymzd2846,['biosample:SAMEA7723992'],"Fecal microbial communities from misson golden-eyed tree frog in Atlanta Zoo, Georgia, USA - 13114.song.52.s015",13114.song.52.s015
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297457'],nmdc:bsm-11-ynty0w46,['biosample:SAMEA7724040'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s025",13114.thomas.19.s025
"Mixed algae turf microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati",['gold:Gb0297430'],nmdc:bsm-11-yq1jk028,['biosample:SAMEA7723974'],"Mixed algae turf microbial communities from Northern Line Islands, Palmyra Atoll, Republic of Kiribati - 13114.smith.39.s008",13114.smith.39.s008
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239919'],nmdc:bsm-11-yqbvt475,['biosample:SAMEA7724298'],"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen03.14102015",
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297487'],nmdc:bsm-11-yr2fcc22,['biosample:SAMEA7724385'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s063",13114.thomas.19.s063
"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean",['gold:Gb0239929'],nmdc:bsm-11-yrhe2535,['biosample:SAMEA7723946'],"Arctic glacier soil microbial communities from Hook Island, Arctic Ocean - Rohwer84.arctic.glacier.soil.FJLH3",Rohwer84.arctic.glacier.soil.FJLH3
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240029'],nmdc:bsm-11-yrksyx63,['biosample:SAMEA7724315'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen36.permafrost.t15.64m",
"Marine salt marsh soil microbial communities from Province of Huelva, Spain",['gold:Gb0239972'],nmdc:bsm-11-yrtdq040,['biosample:SAMEA7724241'],"Marine salt marsh soil microbial communities from Province of Huelva, Spain - RoyChowdhury45.soil.8.SO4.5",RoyChowdhury45.soil.8.SO4.5
"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA",['gold:Gb0239926'],nmdc:bsm-11-ysrg0a54,['biosample:SAMEA7724305'],"Anthropogenic terrestrial soil microbial communities from Pennsylvania, USA - Shade23.Cen19.12102015",
"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia",['gold:Gb0297484'],nmdc:bsm-11-yw1c7h71,['biosample:SAMEA7724382'],"Brown algae microbial communities from South Pacific Ocean, New South Wales, Australia - 13114.thomas.19.s060",13114.thomas.19.s060
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315916'],nmdc:bsm-11-ywfp4d89,['biosample:SAMEA7723635'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s041",13114.mousseau.88.s041
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315854'],nmdc:bsm-11-yx2axk59,['biosample:SAMEA7724015'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s027",13114.thomas.18.s027
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239956'],nmdc:bsm-11-yygmyt30,['biosample:SAMEA7724110'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.4,MacRae3.soil.4
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315808'],nmdc:bsm-11-yzra3r06,['biosample:SAMEA7723696'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s013",13114.thomas.18.s013
"Montane desert soil microbial communities from Puca Glacier, Peru",['gold:Gb0240011'],nmdc:bsm-11-z1cd0z73,['biosample:SAMEA7724279'],"Montane desert soil microbial communities from Puca Glacier, Peru - Schmidt56.soil.Peru.85.1",Schmidt56.soil.Peru.85.1
"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA",['gold:Gb0315777'],nmdc:bsm-11-z4t9nk25,['biosample:SAMEA7723911'],"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s004",13114.mayer.34.s004
"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA",['gold:Gb0240037'],nmdc:bsm-11-z4vyvy45,['biosample:SAMEA7724333'],"Subpolar coniferous forest soil microbial communities from Alaska, Fairbanks, USA - Stegen38.activelayer.soil.T5.12m",
Marine sediment microbial communities from Northeast Atlantic Ocean,['gold:Gb0297388'],nmdc:bsm-11-z6va8y29,['biosample:SAMEA7723894'],Marine sediment microbial communities from Northeast Atlantic Ocean - 13114.jensen.43.s002,13114.jensen.43.s002
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316022'],nmdc:bsm-11-z746c966,['biosample:SAMEA7724175'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s078",13114.mousseau.88.s078
Grasslands and shrubland soil microbial communities from Mongolia,['gold:Gb0239960'],nmdc:bsm-11-zaft1x11,['biosample:SAMEA7724114'],Grasslands and shrubland soil microbial communities from Mongolia - MacRae3.soil.8,MacRae3.soil.8
"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA",['gold:Gb0315755'],nmdc:bsm-11-zeh5yp07,['biosample:SAMEA7723440'],"Stream sediment microbial communities from Animas River, San Juan County, Colorado, USA - 13114.mayer.34.s001",13114.mayer.34.s001
"Fecal microbial communities from golden pheasant in Atlanta Zoo, Georgia, USA",['gold:Gb0315888'],nmdc:bsm-11-zf5wt818,['biosample:SAMEA7723530'],"Fecal microbial communities from golden pheasant in Atlanta Zoo, Georgia, USA - 13114.song.53.s003",13114.song.53.s003
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315923'],nmdc:bsm-11-zfreqj78,['biosample:SAMEA7723642'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s052",13114.mousseau.88.s052
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315917'],nmdc:bsm-11-zhqbj232,['biosample:SAMEA7723636'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s042",13114.mousseau.88.s042
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0315932'],nmdc:bsm-11-zjjj4t76,['biosample:SAMEA7723651'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s067",13114.mousseau.88.s067
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240130'],nmdc:bsm-11-zjtx4s87,['biosample:SAMEA7723907'],"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Thermal.3.0.2",King27.Thermal.3.0.2
"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA",['gold:Gb0240115'],nmdc:bsm-11-zk8a4504,['biosample:SAMEA7723902'],"Volcanic soil microbial communities from Hawaii, Kilauea Volcano, USA - King27.Edge.1.3.0.2",
"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA",['gold:Gb0240069'],nmdc:bsm-11-zkmg3e40,['biosample:SAMEA7724196'],"Temperate coniferous forest soil microbial communities from Oregon, Tillamook County, USA - Myrold5.soil.2.CHDF2",Myrold5.soil.2.CHDF2
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315578'],nmdc:bsm-11-zmjbbx08,['biosample:SAMEA7724369'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3D",13114.BLANK4.3D
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315802'],nmdc:bsm-11-znswh520,['biosample:SAMEA7723690'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s002",13114.thomas.18.s002
Banana cropland soil microbial communities from Singapore,['gold:Gb0239939'],nmdc:bsm-11-zq2aws57,['biosample:SAMEA7724289'],Banana cropland soil microbial communities from Singapore - Seedorf71.JP2soil.20,
"Stony coral microbial communities from Coral Bay, Australia",['gold:Gb0297364'],nmdc:bsm-11-zqs8cv49,['biosample:SAMEA7723558'],"Stony coral microbial communities from Coral Bay, Australia - 13114.zaneveld.9.s014",13114.zaneveld.9.s014
"Temperate desert soil microbial communities from Colorado, Boulder, USA",['gold:Gb0240076'],nmdc:bsm-11-zrp11976,['biosample:SAMEA7723445'],"Temperate desert soil microbial communities from Colorado, Boulder, USA - Metcalf40.10141.D.CTRL.soil.T0.1",Metcalf40.10141.D.CTRL.soil.T0.1
"Zompopas fungus garden microbial communities from Puerto Viejo, Costa Rica",['gold:Gb0315668'],nmdc:bsm-11-zse98013,['biosample:SAMEA7723460'],"Zompopas fungus garden microbial communities from Puerto Viejo, Costa Rica - 13114.pinto.63.s001",13114.pinto.63.s001
"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia",['gold:Gb0315835'],nmdc:bsm-11-zsed0v52,['biosample:SAMEA7723723'],"Sponge tissue microbial communities from Davies Reef, Great Barrier Reef, Queensland, Australia - 13114.thomas.18.s046",13114.thomas.18.s046
"Fecal microbial communities from sei whale in Bay of Fundy, Nova Scotia, Canada",['gold:Gb0315864'],nmdc:bsm-11-zsyyrv29,['biosample:SAMEA7723416'],"Fecal microbial communities from sei whale in Bay of Fundy, Nova Scotia, Canada - 13114.girguis.50.s012",13114.girguis.50.s012
"Marine sediment microbial communities from English Channel, United Kingdom",['gold:Gb0297358'],nmdc:bsm-11-zw9m0h79,['biosample:SAMEA7723543'],"Marine sediment microbial communities from English Channel, United Kingdom - 13114.tait.78.s002",13114.tait.78.s002
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316028'],nmdc:bsm-11-zzhyyf37,['biosample:SAMEA7724181'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s092",13114.mousseau.88.s092
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315588'],nmdc:bsm-12-00fz9w79,['biosample:SAMEA7724396'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3C.ITS",13114.BLANK3.3C.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315601'],nmdc:bsm-12-03vy7w57,['biosample:SAMEA7724414'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10F.ITS",13114.BLANK6.10F.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315585'],nmdc:bsm-12-0bgmwq05,['biosample:SAMEA7724393'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK2.2C.ITS",13114.BLANK2.2C.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315607'],nmdc:bsm-12-0eh5yv97,['biosample:SAMEA7724420'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11E.ITS",13114.BLANK6.11E.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315484'],nmdc:bsm-12-0w536257,['biosample:SAMEA7723580'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12B",13114.BLANK6.12B
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315717'],nmdc:bsm-12-0zh1aa82,['biosample:SAMEA7723797'],"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2033.P3",13114.Kshtrika1.misc.2033.P3
"Glacier water microbial communities from Hook Island, Arctic Ocean",['gold:Gb0316044'],nmdc:bsm-12-10mpys97,['biosample:SAMEA7723951'],"Glacier water microbial communities from Hook Island, Arctic Ocean - 13114.rohwer.84.s010",13114.rohwer.84.s010
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315617'],nmdc:bsm-12-11w61g94,['biosample:SAMEA7724430'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12H.ITS",13114.BLANK6.12H.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315515'],nmdc:bsm-12-13b6kw92,['biosample:SAMEA7723818'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P3",13114.Negative3.P3
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315558'],nmdc:bsm-12-143r4c57,['biosample:SAMEA7724093'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P7",13114.Negative5.P7
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315465'],nmdc:bsm-12-15mfyx62,['biosample:SAMEA7723561'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5A",13114.BLANK5.5A
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315523'],nmdc:bsm-12-169ped94,['biosample:SAMEA7723826'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P1",13114.Negative5.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315486'],nmdc:bsm-12-1bd0bp68,['biosample:SAMEA7723582'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12D",13114.BLANK6.12D
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315533'],nmdc:bsm-12-1cmrp691,['biosample:SAMEA7723836'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative7.P1",13114.Negative7.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315517'],nmdc:bsm-12-1q3wbk23,['biosample:SAMEA7723820'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P5",13114.Negative3.P5
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315627'],nmdc:bsm-12-1x0e1n65,['biosample:SAMEA7724440'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8G.ITS",13114.BLANK8.8G.ITS
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315720'],nmdc:bsm-12-24yxan11,['biosample:SAMEA7723800'],"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2065.P4",13114.Kshtrika1.misc.2065.P4
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315550'],nmdc:bsm-12-27m0kq44,['biosample:SAMEA7724085'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P7",13114.Negative3.P7
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315628'],nmdc:bsm-12-2d5ard63,['biosample:SAMEA7724441'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8H.ITS",13114.BLANK8.8H.ITS
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315723'],nmdc:bsm-12-2gd95c05,['biosample:SAMEA7723803'],"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.362.P1",13114.Kshtrika1.misc.362.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315505'],nmdc:bsm-12-2kz9mb68,['biosample:SAMEA7723808'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P3",13114.Negative1.P3
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315613'],nmdc:bsm-12-2zq4qj18,['biosample:SAMEA7724426'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12D.ITS",13114.BLANK6.12D.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315485'],nmdc:bsm-12-31845857,['biosample:SAMEA7723581'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12C",13114.BLANK6.12C
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315472'],nmdc:bsm-12-32yy9244,['biosample:SAMEA7723568'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10F",13114.BLANK6.10F
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315540'],nmdc:bsm-12-35hywh38,['biosample:SAMEA7723843'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative9.P1",13114.Negative9.P1
"Soil microbial communities from San Diego, California, USA",['gold:Gb0315800'],nmdc:bsm-12-35w0d678,['biosample:SAMEA7723881'],"Soil microbial communities from San Diego, California, USA - 13114.control.soil.under.rock.near.century.plant",13114.control.soil.under.rock.near.century.plant
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315597'],nmdc:bsm-12-370bca33,['biosample:SAMEA7724410'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5C.ITS",13114.BLANK5.5C.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315531'],nmdc:bsm-12-38gnn365,['biosample:SAMEA7723834'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P4",13114.Negative6.P4
"Glacier water microbial communities from Hook Island, Arctic Ocean",['gold:Gb0316043'],nmdc:bsm-12-3ckffq91,['biosample:SAMEA7723950'],"Glacier water microbial communities from Hook Island, Arctic Ocean - 13114.rohwer.84.s009",13114.rohwer.84.s009
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315502'],nmdc:bsm-12-3g2vgw53,['biosample:SAMEA7723598'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8H",13114.BLANK8.8H
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315507'],nmdc:bsm-12-3h4c7e84,['biosample:SAMEA7723810'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P5",13114.Negative1.P5
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315559'],nmdc:bsm-12-3mxyws04,['biosample:SAMEA7724094'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P8",13114.Negative5.P8
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315529'],nmdc:bsm-12-3qk81x25,['biosample:SAMEA7723832'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P2",13114.Negative6.P2
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315604'],nmdc:bsm-12-3rrpa142,['biosample:SAMEA7724417'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11A.ITS",13114.BLANK6.11A.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315553'],nmdc:bsm-12-3sfhrt93,['biosample:SAMEA7724088'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P6",13114.Negative4.P6
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315640'],nmdc:bsm-12-40jmhx15,['biosample:SAMEA7724453'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3B.18S",13114.BLANK4.3B.18S
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315724'],nmdc:bsm-12-41yj9f33,['biosample:SAMEA7723804'],"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.362.P5",13114.Kshtrika1.misc.362.P5
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316004'],nmdc:bsm-12-422q2x69,['biosample:SAMEA7724157'],"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s038",13114.mousseau.88.s038
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315549'],nmdc:bsm-12-48qgax06,['biosample:SAMEA7724084'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P6",13114.Negative3.P6
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315525'],nmdc:bsm-12-4acvek53,['biosample:SAMEA7723828'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P3",13114.Negative5.P3
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315614'],nmdc:bsm-12-5arr2462,['biosample:SAMEA7724427'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12E.ITS",13114.BLANK6.12E.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315479'],nmdc:bsm-12-5cca3q38,['biosample:SAMEA7723575'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11E",13114.BLANK6.11E
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315487'],nmdc:bsm-12-5kwbf404,['biosample:SAMEA7723583'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12E",13114.BLANK6.12E
"Mock community microbial communities from San Diego, California, USA",['gold:Gb0315708'],nmdc:bsm-12-5t2bwq79,['biosample:SAMEA7724072'],"Mock community microbial communities from San Diego, California, USA - 13114.7.Mock.Community2",13114.7.Mock.Community2
"Glacier water microbial communities from Luigi Island, Arctic Ocean",['gold:Gb0316046'],nmdc:bsm-12-5w2gkr94,['biosample:SAMEA7723953'],"Glacier water microbial communities from Luigi Island, Arctic Ocean - 13114.rohwer.84.s012",13114.rohwer.84.s012
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315526'],nmdc:bsm-12-5wp1as03,['biosample:SAMEA7723829'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P4",13114.Negative5.P4
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315551'],nmdc:bsm-12-69spb485,['biosample:SAMEA7724086'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P8",13114.Negative3.P8
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315494'],nmdc:bsm-12-6gb4e873,['biosample:SAMEA7723590'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6D",13114.BLANK6.6D
"Soil microbial communities from San Diego, California, USA",['gold:Gb0315798'],nmdc:bsm-12-6jbtcj30,['biosample:SAMEA7723879'],"Soil microbial communities from San Diego, California, USA - 13114.control.soil.grass.near.BRF",13114.control.soil.grass.near.BRF
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315488'],nmdc:bsm-12-74twge14,['biosample:SAMEA7723584'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12F",13114.BLANK6.12F
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315510'],nmdc:bsm-12-7sxgzv69,['biosample:SAMEA7723813'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P3",13114.Negative2.P3
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315514'],nmdc:bsm-12-7xacr566,['biosample:SAMEA7723817'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P2",13114.Negative3.P2
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315719'],nmdc:bsm-12-7zp6d878,['biosample:SAMEA7723799'],"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2065.P1",13114.Kshtrika1.misc.2065.P1
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315721'],nmdc:bsm-12-8ff8m283,['biosample:SAMEA7723801'],"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2069",13114.Kshtrika1.misc.2069
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315715'],nmdc:bsm-12-8fv3kg43,['biosample:SAMEA7723795'],"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2026",13114.Kshtrika1.misc.2026
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315560'],nmdc:bsm-12-8zhgyh27,['biosample:SAMEA7724095'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P9",13114.Negative5.P9
"Glacier water microbial communities from Luigi Island, Arctic Ocean",['gold:Gb0316048'],nmdc:bsm-12-9a238863,['biosample:SAMEA7723956'],"Glacier water microbial communities from Luigi Island, Arctic Ocean - 13114.rohwer.84.s015",13114.rohwer.84.s015
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315623'],nmdc:bsm-12-9bqz3n91,['biosample:SAMEA7724436'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7G.ITS",13114.BLANK7.7G.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315543'],nmdc:bsm-12-9dj0dm67,['biosample:SAMEA7724078'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P8",13114.Negative1.P8
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315587'],nmdc:bsm-12-9f0prv44,['biosample:SAMEA7724395'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3A.ITS",13114.BLANK3.3A.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315498'],nmdc:bsm-12-9trzmw65,['biosample:SAMEA7723594'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7H",13114.BLANK7.7H
