description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name,lcms_name,submitter_id,lcms_extraction_protocol
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315533'],nmdc:bsm-12-1cmrp691,SAMEA7723836,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative7.P1",13114.Negative7.P1,,qiita_sid_13114:13114.Negative7.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315517'],nmdc:bsm-12-1q3wbk23,SAMEA7723820,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P5",13114.Negative3.P5,,qiita_sid_13114:13114.Negative3.P5,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315627'],nmdc:bsm-12-1x0e1n65,SAMEA7724440,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8G.ITS",13114.BLANK8.8G.ITS,,qiita_sid_13114:13114.BLANK8.8G.ITS,
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315720'],nmdc:bsm-12-24yxan11,SAMEA7723800,"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2065.P4",13114.Kshtrika1.misc.2065.P4,,qiita_sid_13114:13114.Kshtrika1.misc.2065.P4,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315550'],nmdc:bsm-12-27m0kq44,SAMEA7724085,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P7",13114.Negative3.P7,,qiita_sid_13114:13114.Negative3.P7,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315628'],nmdc:bsm-12-2d5ard63,SAMEA7724441,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8H.ITS",13114.BLANK8.8H.ITS,,qiita_sid_13114:13114.BLANK8.8H.ITS,
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315723'],nmdc:bsm-12-2gd95c05,SAMEA7723803,"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.362.P1",13114.Kshtrika1.misc.362.P1,,qiita_sid_13114:13114.Kshtrika1.misc.362.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315505'],nmdc:bsm-12-2kz9mb68,SAMEA7723808,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P3",13114.Negative1.P3,,qiita_sid_13114:13114.Negative1.P3,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315613'],nmdc:bsm-12-2zq4qj18,SAMEA7724426,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12D.ITS",13114.BLANK6.12D.ITS,,qiita_sid_13114:13114.BLANK6.12D.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315485'],nmdc:bsm-12-31845857,SAMEA7723581,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12C",13114.BLANK6.12C,,qiita_sid_13114:13114.BLANK6.12C,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315472'],nmdc:bsm-12-32yy9244,SAMEA7723568,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10F",13114.BLANK6.10F,,qiita_sid_13114:13114.BLANK6.10F,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315540'],nmdc:bsm-12-35hywh38,SAMEA7723843,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative9.P1",13114.Negative9.P1,,qiita_sid_13114:13114.Negative9.P1,
"Soil microbial communities from San Diego, California, USA",['gold:Gb0315800'],nmdc:bsm-12-35w0d678,SAMEA7723881,"Soil microbial communities from San Diego, California, USA - 13114.control.soil.under.rock.near.century.plant",13114.control.soil.under.rock.near.century.plant,,qiita_sid_13114:13114.control.soil.under.rock.near.century.plant,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315597'],nmdc:bsm-12-370bca33,SAMEA7724410,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5C.ITS",13114.BLANK5.5C.ITS,,qiita_sid_13114:13114.BLANK5.5C.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315531'],nmdc:bsm-12-38gnn365,SAMEA7723834,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P4",13114.Negative6.P4,,qiita_sid_13114:13114.Negative6.P4,
"Glacier water microbial communities from Hook Island, Arctic Ocean",['gold:Gb0316043'],nmdc:bsm-12-3ckffq91,SAMEA7723950,"Glacier water microbial communities from Hook Island, Arctic Ocean - 13114.rohwer.84.s009",13114.rohwer.84.s009,,qiita_sid_13114:13114.rohwer.84.s009,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315502'],nmdc:bsm-12-3g2vgw53,SAMEA7723598,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8H",13114.BLANK8.8H,,qiita_sid_13114:13114.BLANK8.8H,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315507'],nmdc:bsm-12-3h4c7e84,SAMEA7723810,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P5",13114.Negative1.P5,,qiita_sid_13114:13114.Negative1.P5,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315559'],nmdc:bsm-12-3mxyws04,SAMEA7724094,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P8",13114.Negative5.P8,,qiita_sid_13114:13114.Negative5.P8,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315529'],nmdc:bsm-12-3qk81x25,SAMEA7723832,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P2",13114.Negative6.P2,,qiita_sid_13114:13114.Negative6.P2,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315604'],nmdc:bsm-12-3rrpa142,SAMEA7724417,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11A.ITS",13114.BLANK6.11A.ITS,,qiita_sid_13114:13114.BLANK6.11A.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315553'],nmdc:bsm-12-3sfhrt93,SAMEA7724088,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P6",13114.Negative4.P6,,qiita_sid_13114:13114.Negative4.P6,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315640'],nmdc:bsm-12-40jmhx15,SAMEA7724453,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3B.18S",13114.BLANK4.3B.18S,,qiita_sid_13114:13114.BLANK4.3B.18S,
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315724'],nmdc:bsm-12-41yj9f33,SAMEA7723804,"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.362.P5",13114.Kshtrika1.misc.362.P5,,qiita_sid_13114:13114.Kshtrika1.misc.362.P5,
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316004'],nmdc:bsm-12-422q2x69,SAMEA7724157,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s038",13114.mousseau.88.s038,,qiita_sid_13114:13114.mousseau.88.s038,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315549'],nmdc:bsm-12-48qgax06,SAMEA7724084,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P6",13114.Negative3.P6,,qiita_sid_13114:13114.Negative3.P6,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315525'],nmdc:bsm-12-4acvek53,SAMEA7723828,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P3",13114.Negative5.P3,,qiita_sid_13114:13114.Negative5.P3,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315614'],nmdc:bsm-12-5arr2462,SAMEA7724427,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12E.ITS",13114.BLANK6.12E.ITS,,qiita_sid_13114:13114.BLANK6.12E.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315479'],nmdc:bsm-12-5cca3q38,SAMEA7723575,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11E",13114.BLANK6.11E,,qiita_sid_13114:13114.BLANK6.11E,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315487'],nmdc:bsm-12-5kwbf404,SAMEA7723583,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12E",13114.BLANK6.12E,,qiita_sid_13114:13114.BLANK6.12E,
"Mock community microbial communities from San Diego, California, USA",['gold:Gb0315708'],nmdc:bsm-12-5t2bwq79,SAMEA7724072,"Mock community microbial communities from San Diego, California, USA - 13114.7.Mock.Community2",13114.7.Mock.Community2,,qiita_sid_13114:13114.7.Mock.Community2,
"Glacier water microbial communities from Luigi Island, Arctic Ocean",['gold:Gb0316046'],nmdc:bsm-12-5w2gkr94,SAMEA7723953,"Glacier water microbial communities from Luigi Island, Arctic Ocean - 13114.rohwer.84.s012",13114.rohwer.84.s012,,qiita_sid_13114:13114.rohwer.84.s012,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315526'],nmdc:bsm-12-5wp1as03,SAMEA7723829,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P4",13114.Negative5.P4,,qiita_sid_13114:13114.Negative5.P4,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315551'],nmdc:bsm-12-69spb485,SAMEA7724086,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P8",13114.Negative3.P8,,qiita_sid_13114:13114.Negative3.P8,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315494'],nmdc:bsm-12-6gb4e873,SAMEA7723590,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6D",13114.BLANK6.6D,,qiita_sid_13114:13114.BLANK6.6D,
"Soil microbial communities from San Diego, California, USA",['gold:Gb0315798'],nmdc:bsm-12-6jbtcj30,SAMEA7723879,"Soil microbial communities from San Diego, California, USA - 13114.control.soil.grass.near.BRF",13114.control.soil.grass.near.BRF,,qiita_sid_13114:13114.control.soil.grass.near.BRF,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315488'],nmdc:bsm-12-74twge14,SAMEA7723584,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12F",13114.BLANK6.12F,,qiita_sid_13114:13114.BLANK6.12F,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315510'],nmdc:bsm-12-7sxgzv69,SAMEA7723813,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P3",13114.Negative2.P3,,qiita_sid_13114:13114.Negative2.P3,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315514'],nmdc:bsm-12-7xacr566,SAMEA7723817,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P2",13114.Negative3.P2,,qiita_sid_13114:13114.Negative3.P2,
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315719'],nmdc:bsm-12-7zp6d878,SAMEA7723799,"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2065.P1",13114.Kshtrika1.misc.2065.P1,,qiita_sid_13114:13114.Kshtrika1.misc.2065.P1,
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315721'],nmdc:bsm-12-8ff8m283,SAMEA7723801,"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2069",13114.Kshtrika1.misc.2069,,qiita_sid_13114:13114.Kshtrika1.misc.2069,
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315715'],nmdc:bsm-12-8fv3kg43,SAMEA7723795,"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2026",13114.Kshtrika1.misc.2026,,qiita_sid_13114:13114.Kshtrika1.misc.2026,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315560'],nmdc:bsm-12-8zhgyh27,SAMEA7724095,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P9",13114.Negative5.P9,,qiita_sid_13114:13114.Negative5.P9,
"Glacier water microbial communities from Luigi Island, Arctic Ocean",['gold:Gb0316048'],nmdc:bsm-12-9a238863,SAMEA7723956,"Glacier water microbial communities from Luigi Island, Arctic Ocean - 13114.rohwer.84.s015",13114.rohwer.84.s015,,qiita_sid_13114:13114.rohwer.84.s015,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315623'],nmdc:bsm-12-9bqz3n91,SAMEA7724436,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7G.ITS",13114.BLANK7.7G.ITS,,qiita_sid_13114:13114.BLANK7.7G.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315543'],nmdc:bsm-12-9dj0dm67,SAMEA7724078,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P8",13114.Negative1.P8,,qiita_sid_13114:13114.Negative1.P8,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315587'],nmdc:bsm-12-9f0prv44,SAMEA7724395,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3A.ITS",13114.BLANK3.3A.ITS,,qiita_sid_13114:13114.BLANK3.3A.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315498'],nmdc:bsm-12-9trzmw65,SAMEA7723594,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7H",13114.BLANK7.7H,,qiita_sid_13114:13114.BLANK7.7H,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315528'],nmdc:bsm-12-9ye62t96,SAMEA7723831,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P1",13114.Negative6.P1,,qiita_sid_13114:13114.Negative6.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315493'],nmdc:bsm-12-a0h66p44,SAMEA7723589,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6C",13114.BLANK6.6C,,qiita_sid_13114:13114.BLANK6.6C,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315591'],nmdc:bsm-12-a1w2qg42,SAMEA7724399,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3B.ITS",13114.BLANK4.3B.ITS,,qiita_sid_13114:13114.BLANK4.3B.ITS,
"Mock community microbial communities from San Diego, California, USA",['gold:Gb0315707'],nmdc:bsm-12-a43gwk52,SAMEA7724071,"Mock community microbial communities from San Diego, California, USA - 13114.7.Mock.Community1",13114.7.Mock.Community1,,qiita_sid_13114:13114.7.Mock.Community1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315561'],nmdc:bsm-12-a6r4wm84,SAMEA7724096,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P6",13114.Negative6.P6,,qiita_sid_13114:13114.Negative6.P6,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315637'],nmdc:bsm-12-a79z6061,SAMEA7724450,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3C.18S",13114.BLANK3.3C.18S,,qiita_sid_13114:13114.BLANK3.3C.18S,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315605'],nmdc:bsm-12-a7d24x36,SAMEA7724418,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11B.ITS",13114.BLANK6.11B.ITS,,qiita_sid_13114:13114.BLANK6.11B.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315545'],nmdc:bsm-12-ac58v107,SAMEA7724080,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P6",13114.Negative2.P6,,qiita_sid_13114:13114.Negative2.P6,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315468'],nmdc:bsm-12-ag1ppp02,SAMEA7723564,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5D",13114.BLANK5.5D,,qiita_sid_13114:13114.BLANK5.5D,
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315713'],nmdc:bsm-12-akgnv603,SAMEA7723793,"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.1977",13114.Kshtrika1.misc.1977,,qiita_sid_13114:13114.Kshtrika1.misc.1977,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315520'],nmdc:bsm-12-aqdp5d49,SAMEA7723823,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P3",13114.Negative4.P3,,qiita_sid_13114:13114.Negative4.P3,
"Glacier water microbial communities from Hook Island, Arctic Ocean",['gold:Gb0316045'],nmdc:bsm-12-ar99pj80,SAMEA7723952,"Glacier water microbial communities from Hook Island, Arctic Ocean - 13114.rohwer.84.s011",13114.rohwer.84.s011,,qiita_sid_13114:13114.rohwer.84.s011,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315606'],nmdc:bsm-12-ateahr32,SAMEA7724419,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11C.ITS",13114.BLANK6.11C.ITS,,qiita_sid_13114:13114.BLANK6.11C.ITS,
"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia",['gold:Gb0315413'],nmdc:bsm-12-athy8f76,SAMEA7724026,"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia - 13114.thomas.19.s011",13114.thomas.19.s011,,qiita_sid_13114:13114.thomas.19.s011,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315512'],nmdc:bsm-12-avashf14,SAMEA7723815,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P5",13114.Negative2.P5,,qiita_sid_13114:13114.Negative2.P5,
"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia",['gold:Gb0315414'],nmdc:bsm-12-aw511d15,SAMEA7724027,"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia - 13114.thomas.19.s012",13114.thomas.19.s012,,qiita_sid_13114:13114.thomas.19.s012,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315600'],nmdc:bsm-12-b632c876,SAMEA7724413,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10E.ITS",13114.BLANK6.10E.ITS,,qiita_sid_13114:13114.BLANK6.10E.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315475'],nmdc:bsm-12-bbe69x60,SAMEA7723571,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11A",13114.BLANK6.11A,,qiita_sid_13114:13114.BLANK6.11A,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315489'],nmdc:bsm-12-be8n5827,SAMEA7723585,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12G",13114.BLANK6.12G,,qiita_sid_13114:13114.BLANK6.12G,
"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA",['gold:Gb0315743'],nmdc:bsm-12-bmyk1f48,SAMEA7723846,"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA - 13114.Vibrio3.P1",13114.Vibrio3.P1,,qiita_sid_13114:13114.Vibrio3.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315521'],nmdc:bsm-12-bw0xah62,SAMEA7723824,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P4",13114.Negative4.P4,,qiita_sid_13114:13114.Negative4.P4,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315478'],nmdc:bsm-12-bwth6d23,SAMEA7723574,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11D",13114.BLANK6.11D,,qiita_sid_13114:13114.BLANK6.11D,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315598'],nmdc:bsm-12-by121n68,SAMEA7724411,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10C.ITS",13114.BLANK6.10C.ITS,,qiita_sid_13114:13114.BLANK6.10C.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315630'],nmdc:bsm-12-c37fnb89,SAMEA7724443,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK1.1B.18S",13114.BLANK1.1B.18S,,qiita_sid_13114:13114.BLANK1.1B.18S,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315629'],nmdc:bsm-12-chahga61,SAMEA7724442,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK1.1A.18S",13114.BLANK1.1A.18S,,qiita_sid_13114:13114.BLANK1.1A.18S,
"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia",['gold:Gb0315416'],nmdc:bsm-12-cmycgt06,SAMEA7724031,"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia - 13114.thomas.19.s016",13114.thomas.19.s016,,qiita_sid_13114:13114.thomas.19.s016,
"Mock community microbial communities from San Diego, California, USA",['gold:Gb0315710'],nmdc:bsm-12-cpz31q21,SAMEA7724074,"Mock community microbial communities from San Diego, California, USA - 13114.7.Mock.Community4",13114.7.Mock.Community4,,qiita_sid_13114:13114.7.Mock.Community4,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315548'],nmdc:bsm-12-ct736j31,SAMEA7724083,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P9",13114.Negative2.P9,,qiita_sid_13114:13114.Negative2.P9,
"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA",['gold:Gb0315742'],nmdc:bsm-12-cyztby20,SAMEA7723845,"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA - 13114.Vibrio2.P1",13114.Vibrio2.P1,,qiita_sid_13114:13114.Vibrio2.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315518'],nmdc:bsm-12-dgs22916,SAMEA7723821,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P1",13114.Negative4.P1,,qiita_sid_13114:13114.Negative4.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315619'],nmdc:bsm-12-dj3s5n77,SAMEA7724432,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6B.ITS",13114.BLANK6.6B.ITS,,qiita_sid_13114:13114.BLANK6.6B.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315480'],nmdc:bsm-12-dk1h9j96,SAMEA7723576,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11F",13114.BLANK6.11F,,qiita_sid_13114:13114.BLANK6.11F,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315467'],nmdc:bsm-12-dp7yyh30,SAMEA7723563,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5C",13114.BLANK5.5C,,qiita_sid_13114:13114.BLANK5.5C,
"Brown algae microbial communities from Port Macquarie-Hastings Council, New South Wales, Australia",['gold:Gb0315410'],nmdc:bsm-12-e0jxsn07,SAMEA7724016,"Brown algae microbial communities from Port Macquarie-Hastings Council, New South Wales, Australia - 13114.thomas.19.s001",13114.thomas.19.s001,,qiita_sid_13114:13114.thomas.19.s001,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315579'],nmdc:bsm-12-e1kwqf27,SAMEA7724387,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK1.1A.ITS",13114.BLANK1.1A.ITS,,qiita_sid_13114:13114.BLANK1.1A.ITS,
"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA",['gold:Gb0315744'],nmdc:bsm-12-e55s4g51,SAMEA7723847,"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA - 13114.Vibrio4.P1",13114.Vibrio4.P1,,qiita_sid_13114:13114.Vibrio4.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315622'],nmdc:bsm-12-e64a5r58,SAMEA7724435,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7E.ITS",13114.BLANK7.7E.ITS,,qiita_sid_13114:13114.BLANK7.7E.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315496'],nmdc:bsm-12-e9eew088,SAMEA7723592,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7F",13114.BLANK7.7F,,qiita_sid_13114:13114.BLANK7.7F,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315616'],nmdc:bsm-12-eeyg9810,SAMEA7724429,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12G.ITS",13114.BLANK6.12G.ITS,,qiita_sid_13114:13114.BLANK6.12G.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315554'],nmdc:bsm-12-egxez969,SAMEA7724089,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P7",13114.Negative4.P7,,qiita_sid_13114:13114.Negative4.P7,
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315714'],nmdc:bsm-12-ejb8q731,SAMEA7723794,"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.1981",13114.Kshtrika1.misc.1981,,qiita_sid_13114:13114.Kshtrika1.misc.1981,
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315725'],nmdc:bsm-12-ejq27a74,SAMEA7723805,"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.600",13114.Kshtrika1.misc.600,,qiita_sid_13114:13114.Kshtrika1.misc.600,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315633'],nmdc:bsm-12-emy2k943,SAMEA7724446,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK2.2A.18S",13114.BLANK2.2A.18S,,qiita_sid_13114:13114.BLANK2.2A.18S,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315595'],nmdc:bsm-12-ex7za846,SAMEA7724408,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5A.ITS",13114.BLANK5.5A.ITS,,qiita_sid_13114:13114.BLANK5.5A.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315590'],nmdc:bsm-12-f4y9q883,SAMEA7724398,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3A.ITS",13114.BLANK4.3A.ITS,,qiita_sid_13114:13114.BLANK4.3A.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315547'],nmdc:bsm-12-fmqdfk86,SAMEA7724082,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P8",13114.Negative2.P8,,qiita_sid_13114:13114.Negative2.P8,
