id,name,description,samp_name,gold_biosample_identifiers
nmdc:bsm-11-sdjyhj66,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-133-Co1_27_3 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-133-Co1_27_3 endosphere,['gold:Gb0305842']
nmdc:bsm-11-xy5ern23,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-86-CL2_69_17 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-86-CL2_69_17 endosphere,['gold:Gb0305905']
nmdc:bsm-11-7pyrek52,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-133-CL1_28_16 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-133-CL1_28_16 endosphere,['gold:Gb0305839']
nmdc:bsm-11-nvgcpg87,"Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-904-CL2_57_20 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-904-CL2_57_20 rhizosphere,['gold:Gb0291769']
nmdc:bsm-11-k9192006,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL1_25_34 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-388-CL1_25_34 endosphere,['gold:Gb0305876']
nmdc:bsm-11-acehgb61,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-833-Co2_47_23 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-Co2_47_23 endosphere,['gold:Gb0305891']
nmdc:bsm-11-rzz0z710,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-905-CL1_32_20 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-905-CL1_32_20 endosphere,['gold:Gb0305916']
nmdc:bsm-11-epzqzg45,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-13-Co1_30_3 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co1_30_3 endosphere,['gold:Gb0305836']
nmdc:bsm-11-tnbabs47,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-847-Co2_69_13 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co2_69_13 endosphere,['gold:Gb0305903']
nmdc:bsm-11-q3qsx507,"Root microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co2_51_17 endosphere","Root microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-Co2_51_17 endosphere,['gold:Gb0305914']
nmdc:bsm-11-2mb94m91,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-4579-Co2_44_8 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co2_44_8 soil,['gold:Gb0291672']
nmdc:bsm-11-ht2v0s47,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-388-CL3_88_3 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-388-CL3_88_3 endosphere,['gold:Gb0305878']
nmdc:bsm-11-krcjqt76,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - SKWD-24-1-CL2_58_25 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",SKWD-24-1-CL2_58_25 endosphere,['gold:Gb0305938']
nmdc:bsm-11-r4kwpw90,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co2_41_23 leaf tissue,[]
nmdc:bsm-11-p9j7rw40,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-CL1_35_33 leaf tissue,[]
nmdc:bsm-11-73zqmh40,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-CL3_85_26 leaf tissue,[]
nmdc:bsm-11-9k1chb38,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-448-CL1_35_3 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-448-CL1_35_3 soil,['gold:Gb0291630']
nmdc:bsm-11-e9z5qp65,"Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - BESC-56-Co2_51_16 rhizosphere","Rhizosphere soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co2_51_16 rhizosphere,['gold:Gb0291744']
nmdc:bsm-11-nwh9ez71,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-CL2_39_29 leaf tissue,[]
nmdc:bsm-11-qqc8e352,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co1_30_3 leaf tissue,[]
nmdc:bsm-11-g4my3419,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-133-Co1_27_3 leaf tissue,[]
nmdc:bsm-11-n8t7zs15,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-133-CL2_62_7 leaf tissue,[]
nmdc:bsm-11-ewmanm69,"Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA - GW-9591-Co2_62_24 soil","Bulk soil microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-9591-Co2_62_24 soil,['gold:Gb0291681']
nmdc:bsm-11-r3tm7493,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-133-Co2_50_25 leaf tissue,[]
nmdc:bsm-11-c12hyq86,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-198-CL3_81_33 leaf tissue,[]
nmdc:bsm-11-6xa4vj59,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-133-CL3_93_10 leaf tissue,[]
nmdc:bsm-11-nr7vje40,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-CL1_24_28 leaf tissue,[]
nmdc:bsm-11-j6j1p639,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-133-Co3_19_46 leaf tissue,[]
nmdc:bsm-11-vme3w877,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-13-Co3_21_57 leaf tissue,[]
nmdc:bsm-11-qy2fef59,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-258-CL1_34_5 leaf tissue,[]
nmdc:bsm-11-c756vg97,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-CL2_65_22 leaf tissue,[]
nmdc:bsm-11-s70cv630,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co1_23_3 leaf tissue,[]
nmdc:bsm-11-zf5qxz83,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-285-CL1_33_12 leaf tissue,[]
nmdc:bsm-11-fyey4107,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co2_52_27 leaf tissue,[]
nmdc:bsm-11-th3sr643,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-285-CL2_56_7 leaf tissue,[]
nmdc:bsm-11-djqze645,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-234-Co3_21_62 leaf tissue,[]
nmdc:bsm-11-wnrp0p76,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-258-CL2_67_23 leaf tissue,[]
nmdc:bsm-11-z75j2v52,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-CL1_26_33 leaf tissue,[]
nmdc:bsm-11-6z11g163,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co1_31_6 leaf tissue,[]
nmdc:bsm-11-5rgay328,"Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-866-CL2_50_11 endosphere","Root microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-866-CL2_50_11 endosphere,['gold:Gb0305906']
nmdc:bsm-11-pgxc4f08,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co3_27_41 leaf tissue,[]
nmdc:bsm-11-j1hqcz15,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-307-Co2_62_14 leaf tissue,[]
nmdc:bsm-11-trpbtt49,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-331-CL2_55_18 leaf tissue,[]
nmdc:bsm-11-yd4dqe75,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-331-Co3_15_40 leaf tissue,[]
nmdc:bsm-11-jjchgw36,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-331-Co1_12_7 leaf tissue,[]
nmdc:bsm-11-bm9haf23,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-331-Co2_50_17 leaf tissue,[]
nmdc:bsm-11-shjn2p67,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-CL1_27_10 leaf tissue,[]
nmdc:bsm-11-678ndj04,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-CL3_84_27 leaf tissue,[]
nmdc:bsm-11-zsdrmw76,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-Co3_11_46 leaf tissue,[]
nmdc:bsm-11-94c2xj88,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-CL2_54_28 leaf tissue,[]
nmdc:bsm-11-cvqsze66,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-Co1_10_3 leaf tissue,[]
nmdc:bsm-11-trbf6m66,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-351-Co2_42_17 leaf tissue,[]
nmdc:bsm-11-ygtdv867,"Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-905-CL1_32_20 soil","Bulk soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA",BESC-905-CL1_32_20 soil,['gold:Gb0291664']
nmdc:bsm-11-pygdem51,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-CL3_72_12 leaf tissue,[]
nmdc:bsm-11-mbcv4b48,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-Co1_23_6 leaf tissue,[]
nmdc:bsm-11-ppp4fk41,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-CL2_44_14 leaf tissue,[]
nmdc:bsm-11-91bdea61,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-Co3_13_34 leaf tissue,[]
nmdc:bsm-11-hv1hv533,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-360-Co2_62_25 leaf tissue,[]
nmdc:bsm-11-6ya0cs71,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-CL2_50_4 leaf tissue,[]
nmdc:bsm-11-dva76848,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-CL1_25_34 leaf tissue,[]
nmdc:bsm-11-z4hspp43,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-CL3_88_3 leaf tissue,[]
nmdc:bsm-11-3tr7f795,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co2_54_7 leaf tissue,[]
nmdc:bsm-11-n9sx1a80,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co1_32_7 leaf tissue,[]
nmdc:bsm-11-xy8t6808,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-448-CL1_35_3 leaf tissue,[]
nmdc:bsm-11-wr7h1t97,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co1_22_4 leaf tissue,[]
nmdc:bsm-11-pebqj065,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-470-CL2_38_23 leaf tissue,[]
nmdc:bsm-11-6y26bz06,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-448-CL3_88_32 leaf tissue,[]
nmdc:bsm-11-ht2c1k71,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-388-Co3_8_57 leaf tissue,[]
nmdc:bsm-11-feynq214,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co2_51_16 leaf tissue,[]
nmdc:bsm-11-e747ch69,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-Co1_6_4 leaf tissue,[]
nmdc:bsm-11-evfbfp31,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-56-Co3_6_53 leaf tissue,[]
nmdc:bsm-11-syb42s66,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-CL2_42_16 leaf tissue,[]
nmdc:bsm-11-te5fxe60,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-Co2_47_23 leaf tissue,[]
nmdc:bsm-11-82qw5v38,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-CL3_80_19 leaf tissue,[]
nmdc:bsm-11-g35dnf26,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-833-Co3_31_37 leaf tissue,[]
nmdc:bsm-11-b9cjnj29,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-CL1_31_22 leaf tissue,[]
nmdc:bsm-11-7yg2ne22,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co2_60_28 leaf tissue,[]
nmdc:bsm-11-kesw6757,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-CL1_28_5 leaf tissue,[]
nmdc:bsm-11-yfc2at70,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co1_24_3 leaf tissue,[]
nmdc:bsm-11-cjp6kd42,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-845-Co3_28_42 leaf tissue,[]
nmdc:bsm-11-61xfks69,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-CL2_38_7 leaf tissue,[]
nmdc:bsm-11-wqy7mc31,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co1_12_9 leaf tissue,[]
nmdc:bsm-11-v9k6q078,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-CL3_83_27 leaf tissue,[]
nmdc:bsm-11-fm4p4558,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co3_9_34 leaf tissue,[]
nmdc:bsm-11-j5y27f16,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co2_58_19 leaf tissue,[]
nmdc:bsm-11-dppkv536,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-CL3_91_3 leaf tissue,[]
nmdc:bsm-11-19v98823,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-Co1_5_9 leaf tissue,[]
nmdc:bsm-11-jp678560,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co3_27_48 leaf tissue,[]
nmdc:bsm-11-qe13q836,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-Co2_51_17 leaf tissue,[]
nmdc:bsm-11-28kgw077,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-905-CL1_32_20 leaf tissue,[]
nmdc:bsm-11-j6h8pw46,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co2_44_8 leaf tissue,[]
nmdc:bsm-11-qms4zn61,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-904-Co3_16_51 leaf tissue,[]
nmdc:bsm-11-8cgpqn03,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-11047-CL2_41_30 leaf tissue,[]
nmdc:bsm-11-7cfwd964,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-CL3_72_14 leaf tissue,[]
nmdc:bsm-11-can3rz84,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co1_14_4 leaf tissue,[]
nmdc:bsm-11-8e43d898,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-86-CL2_69_17 leaf tissue,[]
nmdc:bsm-11-qg6kxr61,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-11047-CL1_23_5 leaf tissue,[]
nmdc:bsm-11-674m9194,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-4579-Co3_14_51 leaf tissue,[]
nmdc:bsm-11-ma7ry826,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-Co1_10_5 leaf tissue,[]
nmdc:bsm-11-34przm31,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-847-Co2_69_13 leaf tissue,[]
nmdc:bsm-11-cxprmv88,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-7986-Co3_31_39 leaf tissue,[]
nmdc:bsm-11-6m5dma62,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",BESC-866-CL3_75_7 leaf tissue,[]
nmdc:bsm-11-s6r1q327,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-9591-Co2_62_24 leaf tissue,[]
nmdc:bsm-11-gd31q856,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-7986-Co1_37_5 leaf tissue,[]
nmdc:bsm-11-vpe6j733,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-7986-Co2_68_28 leaf tissue,[]
nmdc:bsm-11-5j742c82,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",SKWD-24-1-CL2_58_25 leaf tissue,[]
nmdc:bsm-11-q94v7385,"Leaf tissue communities from poplar common garden site in Corvallis, Oregon, USA - BESC-904-Co3_16_51 leaf matter","Leaf tissue microbial communities from poplar common garden site in Corvallis, Oregon, USA",GW-9591-Co1_16_8 leaf tissue,[]
